REFNUM	Days	EVTYPE	STATE	FATALITIES	INJURIES	Property	Crop	REMARKS
703774	2008-06-01	FLOOD	IA	0	0	7.5e+08	0	EVENT NARRATIVE: The record crest on the Cedar River at Cedar Rapids occurred on June 13, 2008 at 31.12 feet. Flood stage is 12 feet. Damage estimates just in Cedar Rapids was at least $750 million. EPISODE NARRATIVE: Major to record flooding occurred during the month of June 2008 with most forecast points above flood stage for the majority of the month.  The flooding during this month was more prolific and severe than the flooding in April 2008, and the flooding in April had been the most prolific flood event since 1997. While some locations were still experiencing flooding as June began, many of the tributary rivers to the Mississippi in Iowa rose above flood stage during the first few days of the month.  At locations that were already above flood stage, the rivers stopped their fall and began climbing again. Persistent heavy rain from late May into early June resulted in record crests on the Cedar and Iowa Rivers in Iowa as well as other tributary rivers to the Mississippi River in eastern Iowa and southern Wisconsin. This resulted in record flooding on parts of the Mississippi River, even exceeding flood levels reached during the Great Flood of 1993 in some locations.  Both the Mississippi River and the Rock River rose above flood stage at most locations around June 10th.  Most locations on the tributary rivers and the Mississippi River fell below flood stage during the last two-thirds of the month. The Cedar, Iowa and Mississippi Rivers were hardest hit by this flooding.  (The Mississippi River was most affected downstream of New Boston Lock and Dam 17.)  All forecast points on the Cedar and Iowa Rivers saw record crests during the month.  Three locations on the Mississippi River downstream of New Boston Lock and Dam 17 saw record crests.  In some locations, the new record crests were considerably higher than the previous record crests.  The most significant example was the Cedar River at Cedar Rapids, IA.  The crest during this event was 31.12 ft set on 6/13/2008.  The previous record crest was 20.00 feet set on 6/1/1851. The crest on the Cedar River became increasingly higher as it moved through the eastern IA from Waterloo, IA because of additional rainfall.  Additional heavy rainfall occurred between when the crest left the Waterloo area and when it arrived in the Cedar Rapids area.  In addition, heavy rainfall led to flash flooding when the Cedar River crest reached Cedar Rapids.  Unprecedented flooding occurred at many locations along the Cedar River, including the cities of Vinton and Cedar Rapids.  According to the Cedar Rapids media, very preliminary damage estimates from this flood are estimated to be at least $750 million in that area alone.  The damage estimate may go much higher. On the Iowa River, water flowed over the spillway at the Corps of Engineer???s Coralville Reservoir for only the third time since the reservoir began operation on September 17, 1958.  (The other two times occurred during the Great Flood of 1993.)  Unprecedented flooding occurred downstream of Coralville Reservoir including the cities of Iowa City and Coralville.  The University of Iowa sustained serious damage in Iowa City due to the flooding.  The latest damage estimate from the University of Iowa is $230 million which is much higher than the $6 million in damages that occurred during the Great Flood of 1993. Many roads in eastern Iowa and northwestern Illinois sustained severe damage from the flooding.  The flooding also forced the closure of many roads including I-80, I-380 and US 34.  On I-80, flood waters from the Cedar River flowed over the interstate resulting in its closure between interchanges #265 and #267.  This location is between Iowa City, IA and Davenport, IA.  The detour route was designated as US 61 to US 20 to I-35.  This detour added 115 miles to the normal route. In addition, flooding from Coralville Lake resulted in the closure of I-380 between interchanges #4 and #10.  This location is between Cedar Rapids, IA and Iowa City, IA.  The detour route for I-380 was designated as I-80 to I-35 to US 20 to I-380.  This detour added 272 miles to the normal route. As the record flooding pushed downstream on the Cedar and Iowa Rivers, it continued bringing unprecedented impacts to many locations along those rivers.  Several levee breaches occurred on the Iowa River (below Columbus Junction, IA) and the Mississippi River (below New Boston IL LD17).  A levee breach on the Mississippi River affected the Burlington, IA area.  A levee breach on the Illinois side of the river resulted in the flooding of Gulfport, IL and the closure of the US Hwy 34 bridge. As of August 6, 2008 the governor of Iowa estimated damage to the entire state of Iowa from the flooding could be as high as $10 billion.
711101	2008-09-01	HURRICANE	LA	0	0	1.5e+08	3e+07	EVENT NARRATIVE: Hurricane Gustav moved across St. Mary Parish, damaging thousands of homes and businesses. Hardest hit areas were the Morgan City and Patterson areas.In Morgan City, the water plant, steam plant, and electric plant were damaged. In Franklin an elementary school lost part of the roof. While the wind damage was severe, it was not as bad as Hurricane Andrew in 1992. EPISODE NARRATIVE: Hurricane Gustav caused wind damage, flash flooding, and several tornadoes across southwest Louisiana. Hustav made landfall in Terrebonne Parish in the morning of September 2nd as a category 2 hurricane with sustained winds of 110 mph. Gustav moved northwest, almost up along Highway 90 across St. Mary, Iberia, St. Martin, and Lafayette Parishes. The highest measured wind gusts were 85 mph at a research site near Abbeville, LA in Vermilion Parish. However, wind speeds were estimated between 75 and 85 mph from St. Mary Parish to Evangeline Parish. Storm surge was a minimal impact because southwest Louisiana was on the west side of the onshore winds for most of the event. The highest recorded storm tide was 4.77 at Amerada Pass in St. Mary Parish. However, rainfall was a large impact. In central Louisiana, over 20 inches of rain fell in Rapides Parish, with a CO-OP observer recording 20.43 inches 7 miles east of Alexandria. This resulted in widespread flooding of the Alexandria-Pineville region, where over 200 water rescues were performed. Significant flooding also occurred in New Iberia, where over ten inches of rain fell, resulting in widespread flooding in and around New Iberia. Several tornadoes were seen across southwest Louisiana, with the worst one occurring in Evangeline Parish near Mamou, where two people were killed when their tied-down mobile home was thrown for over 200 yards. Other fatalities in the region were considered indirect. Two men died in Calcasieu Parish from carbon monoxide poisoning from a generator running in their home. A woman died in St. Martin Parish when her home caught fire from burning candles after she lost power. Total property damages were estimated near 750 million dollars in southwest Louisiana. Agricultural loses were estimated to be over 225 million dollars.
728132	2008-03-07	WINTER STORM	OH	0	0	7.5e+08	0	EVENT NARRATIVE: Snow developed during the morning hours of the 7th, and continued for the next day and a half. Intensity varied through the day on the 7th, but during the evening hours the snow became rather light for a period of time. However, the snow intensified through the overnight and into the morning hours of the 8th. By the end of the event, between 9.0 and 15.0 inches of snow fell across the area. Gusty winds between 20 and 30 mph during the morning and afternoon of the 8th caused considerable blowing and drifting of snow. Many accidents were reported from this storm. EPISODE NARRATIVE: On the morning of March 7th, low pressure was located along the Gulf Coast States. Snow spread into the region during the morning and afternoon hours, then tapered off a bit during the evening and overnight into the 8th. Snow intensified across the area as low pressure moved north into the Carolinas by the morning of the 8th. Snow persisted across much of the area, but did mix with sleet and freezing rain at times across far eastern Ohio. By the evening hours of the 8th, snow began tapering off from west to east. Any areas of mixed precipitation across far eastern Ohio changed back to snow before ending. The low pressure continued intensifying as it moved into New England by the morning hours of the 9th. Some light snow and flurries persisted overnight, mainly from around Cleveland and points east, but by midday on the 9th the snow tapered off across the entire area. Throughout this event, locations across northwest Ohio picked up between 5.0 and 10.0 inches. Those locations experienced a rather steep gradient for snowfall totals. In eastern Ohio, snowfall amounts were slightly lower as sleet and freezing rain mixed in at times causing reduced snowfall amounts. Locations across northeast and north-central Ohio saw the greatest snowfall amounts with 21.5 inches in Broadview Heights in Cuyahoga County, and 21.0 inches in Galion located in Crawford County.
729069	2008-09-14	HIGH WIND	OH	0	0	128700000	0	EVENT NARRATIVE: Strong winds of 40 to 50 miles per hour were sustained for several hours. The Columbus International Airport gusted to 75 mph, with 69 mph gusts recorded at Lockbourne and Urbancrest. Widespread damage occurred across the region, from trees being blown down on powerlines, to significant crop losses and structural damage. EPISODE NARRATIVE: The remnants of hurricane Ike raced northeast through the midwest and merged with a frontal boundary across the lower Ohio Valley Sunday morning. Abundant sunshine promoted deep mixing of the atmosphere, and warm, dry air aloft translated down to the surface. Gusty winds in excess of 70 mph persisted for a period of several hours, causing significant damage and widespread power outages.
730741	2008-06-05	THUNDERSTORM WIND	OK	0	0	7.5e+08	0	EVENT NARRATIVE: Substantial wind damage was reported in Altus. One hundred and seventy-nine homes sustained some kind of damage, with two destroyed, five with major damage, forty-three with minor damage, and one hundred twenty-nine affected. Seventeen businesses were damaged, with two destroyed, four with major damage, and eight with minor damage. One hundred and seventy power poles and numerous trees were blown down. Sixty percent of the town was without power at one point. Roof damage was reported to several buildings. Part of the roof at Altus Junior High caved in. Several buildings on East Broadway had roofs blown off or collapsed. Highway 62 was closed on the east side of town due to debris.. One injury was reported when a semi-truck was blown over injuring the driver. A train car also was overturned on the southeast side of town. No injuries were reported with it. Monetary damages were estimated. EPISODE NARRATIVE: An unusually strong storm system entered the northwest United States and moved southeast toward the Four Corners region. Surface low pressure developed over southeast Kansas and deepened rapidly. Surface winds over Oklahoma also steadily increased, with sustained winds of 30 to 40 mph and wind gusts over 50 mph reported at times. These non-thunderstorm winds caused some minor damage throughout the day. By mid afternoon, the storm system had moved toward the plains, with widespread thunderstorms developing from South Dakota into northern Texas. Over Oklahoma, thunderstorms developed along and east of a dry line that was located near the Oklahoma and Texas panhandle border. The thunderstorms took some time before becoming severe, but due to the degree of instability and wind shear farther to the east, supercell thunderstorms finally emerged. Damaging wind gusts and large hail occurred as the storms moved northeast at 45 to 60 mph. Numerous wind gusts of over 80 mph were reported, with many locations reporting wind damage as the thunderstorms passed. Heavy rainfall also occurred, with some locations receiving 3.50 to 4.50 of rain. Several roadways had to be closed due to water running over them. Monetary damages were estimated.
737149	2008-03-31	HAIL	TX	0	0	1.2e+08	0	EVENT NARRATIVE: Fire department reported that car windows and sky lights and the roofs of many homes throughout the city were damaged from this devastating hail storm. Preliminary monetary estimate at the time of this publication was near 90 million dollars with local emergency management officials saying this amount would likely increase. EPISODE NARRATIVE: Severe thunderstorms developed along and ahead of an approaching cold front across the middle Red River valley of northeast Texas, southeast Oklahoma as well as southwest Arkansas during the afternoon and evening hours of March 31st. These storms developed in an very unstable atmosphere and produced large hail...damaging wind gusts.  Isolated tornadoes were reported across McCurtain County, Oklahoma late in the evening.  The hail was large enough to break out automobile and home windows across the city of Texarkana, Texas close to midnight.
739513	2008-09-12	STORM SURGE/TIDE	TX	0	0	5e+08	0	EVENT NARRATIVE: A 14-15 storm surge at Sabine Pass resulted in the highest water level ever recorded at that location. Any home that was not elevated was destroyed. The storm surge did not top the seawall in Port Arthur, but wave action on top of the surge did. At least 100 homes were flooded in Port Arthur. The surge also backed up Hillebrandt and Taylor Bayou west of Port Arthur, causing widespread flooding in the Hillebrandt, Hamshire, and Fannett communities. The surge also backed up the Neches River in Beaumont, where some homes along the river flooded. In total, at least 4000 homes were flooded county-wide. EPISODE NARRATIVE: Hurricane Ike caused wind damage and significant storm surge flooding across southeast Texas. Ike made landfall near Galveston, TX early in the morning on September 13th as a strong category 2 hurricane. Sustained hurricane force winds were confined to Jefferson County, Hardin County, western Orange County, southernwestern Jasper County, and western Tyler County. The highest recorded winds were at Southeast Texas Regional Airport with sustained winds of 61 kts (70 mph) and gusts of 83 kts (96 mph). The lowest pressure reading also occurred at Southeast Texas Regional Airport, with a low of 982.4 mb. No tornadoes were reported in southeast Texas. Storm surge was a significant event. Sabine Pass had its highest water level recorded during Ike, with a maximum of 14.24 ft MLLW. This storm surge almost topped the seawall around Port Arthur, but large waves did crash over the seawall, causing some flooding of homes within 3 blocks of the seawall. In Orange County, Bridge City had nearly all of their homes flooded (over 3000), and this extended north to Rose City, and northeast to the city of Orange, where water topped the levee on the east side of town. Over 3000 homes were also flooded in Orange. Maximum storm total rainfall was between 5 and 8 inches across Jefferson, Hardin, Orange, and southern Jasper counties. Only one fatality occurred during Ike. A 40 year old man was trying to drive back to his home in Port Neches. His truck was swept off Highway 73 near Rainbow Bridge by the large storm surge and waves. Total damages, however, were high. Loses are estimated to be at least 1.3 billion dollars across southeast Texas.
739514	2008-09-12	HURRICANE	TX	0	0	1e+09	0	EVENT NARRATIVE: Ike produced damage due to high storm surge and high winds along Galveston Island, the Bolivar Peninsula, and along the Galveston Bay. Storm tides of 10 to 15 feet above mean sea level were observed in these areas. Several indirect fatalities due to preexisting medical conditions, lack of power and availability to dialysis, etc. Number of injuries unknown. EPISODE NARRATIVE: The eye of Hurricane Ike moved ashore in Galveston County near the city of Galveston. At landfall, Ike had a central pressure of 951.6 mb, as measured at Galveston Pleasure Pier, and a maximum estimated storm surge of 17 feet over portions of Chambers County and the Bolivar Peninsula. Maximum sustained winds at landfall were estimated at 95 knots (110 mph) with gusts to 110 knots (127 mph). A ship near the coast recorded a wind gust of 105 knots as the eye came through. At landfall, Ike was a Category 2 hurricane on the Saffir-Simpson scale based on wind speed, but due to its large size, had a storm surge more typical of a category 3 or 4. The height of the storm tide ranged from 4 to 6 feet in Matagorda county, 6 to 9 feet in Brazoria county, 10 to 13 feet along most of Galveston Island and Galveston Bay, to as high as 17 feet over portions of the Bolivar Peninsula and Chambers County. The majority of property damage at the coast was a result of storm tide.  Collectively, damage amounts are estimated to be near 14 billion dollars over the counties of Harris, Chambers, Galveston, Liberty, Polk, Matagorda, Brazoria, Fort Bend, San Jacinto, and Montgomery with an estimated 8 billion of that due to storm surge in coastal Galveston, Harris and Chambers Counties. Fresh water flooding also occurred near the city of Houston where up to 14 inches of rain fell over a two day period, first from Ike, then from a line of thunderstorms associated with a cold front moving through the following day. The number of fatalities directly related to Ike was 12 in the aforementioned counties with 11 of those occurring in Galveston County from drowning due to the storm surge. In addition, there were at least 25 fatalities indirectly related to Ike, either due to carbon monoxide poisoning from generators, accidents while clearing debris, or house fires from candles. There were no known tornadoes associated with Ike.
739515	2008-09-12	STORM SURGE/TIDE	TX	11	0	4e+09	0	EVENT NARRATIVE: Storm tide ranged from 10 to 15 feet above mean sea level along the Galveston Bay, Clear Lake and associated tributaries which caused major flooding of coastal areas. Some higher surge levels up to 17 feet were indicated on the Bolivar Peninsula. At least 10 direct fatalities occurred in Galveston County. Number of injuries unknown. Some towns hit hard by surge include Galveston, San Leon, Kemah, and all towns on Galveston Island and the Bolivar Peninsula. EPISODE NARRATIVE: The eye of Hurricane Ike moved ashore in Galveston County near the city of Galveston. At landfall, Ike had a central pressure of 951.6 mb, as measured at Galveston Pleasure Pier, and a maximum estimated storm surge of 17 feet over portions of Chambers County and the Bolivar Peninsula. Maximum sustained winds at landfall were estimated at 95 knots (110 mph) with gusts to 110 knots (127 mph). A ship near the coast recorded a wind gust of 105 knots as the eye came through. At landfall, Ike was a Category 2 hurricane on the Saffir-Simpson scale based on wind speed, but due to its large size, had a storm surge more typical of a category 3 or 4. The height of the storm tide ranged from 4 to 6 feet in Matagorda county, 6 to 9 feet in Brazoria county, 10 to 13 feet along most of Galveston Island and Galveston Bay, to as high as 17 feet over portions of the Bolivar Peninsula and Chambers County. The majority of property damage at the coast was a result of storm tide.  Collectively, damage amounts are estimated to be near 14 billion dollars over the counties of Harris, Chambers, Galveston, Liberty, Polk, Matagorda, Brazoria, Fort Bend, San Jacinto, and Montgomery with an estimated 8 billion of that due to storm surge in coastal Galveston, Harris and Chambers Counties. Fresh water flooding also occurred near the city of Houston where up to 14 inches of rain fell over a two day period, first from Ike, then from a line of thunderstorms associated with a cold front moving through the following day. The number of fatalities directly related to Ike was 12 in the aforementioned counties with 11 of those occurring in Galveston County from drowning due to the storm surge. In addition, there were at least 25 fatalities indirectly related to Ike, either due to carbon monoxide poisoning from generators, accidents while clearing debris, or house fires from candles. There were no known tornadoes associated with Ike.
739522	2008-09-12	HURRICANE	TX	0	0	5e+08	0	EVENT NARRATIVE: Ike produced high winds and hurricane force wind gusts over Montgomery County. There were two indirect fatalities related to cutting trees and limbs. One was preparing for the storm, another after the storm. EPISODE NARRATIVE: The eye of Hurricane Ike moved ashore in Galveston County near the city of Galveston. At landfall, Ike had a central pressure of 951.6 mb, as measured at Galveston Pleasure Pier, and a maximum estimated storm surge of 17 feet over portions of Chambers County and the Bolivar Peninsula. Maximum sustained winds at landfall were estimated at 95 knots (110 mph) with gusts to 110 knots (127 mph). A ship near the coast recorded a wind gust of 105 knots as the eye came through. At landfall, Ike was a Category 2 hurricane on the Saffir-Simpson scale based on wind speed, but due to its large size, had a storm surge more typical of a category 3 or 4. The height of the storm tide ranged from 4 to 6 feet in Matagorda county, 6 to 9 feet in Brazoria county, 10 to 13 feet along most of Galveston Island and Galveston Bay, to as high as 17 feet over portions of the Bolivar Peninsula and Chambers County. The majority of property damage at the coast was a result of storm tide.  Collectively, damage amounts are estimated to be near 14 billion dollars over the counties of Harris, Chambers, Galveston, Liberty, Polk, Matagorda, Brazoria, Fort Bend, San Jacinto, and Montgomery with an estimated 8 billion of that due to storm surge in coastal Galveston, Harris and Chambers Counties. Fresh water flooding also occurred near the city of Houston where up to 14 inches of rain fell over a two day period, first from Ike, then from a line of thunderstorms associated with a cold front moving through the following day. The number of fatalities directly related to Ike was 12 in the aforementioned counties with 11 of those occurring in Galveston County from drowning due to the storm surge. In addition, there were at least 25 fatalities indirectly related to Ike, either due to carbon monoxide poisoning from generators, accidents while clearing debris, or house fires from candles. There were no known tornadoes associated with Ike.
741993	2008-04-19	FROST/FREEZE	WA	0	0	0	1.05e+08	EPISODE NARRATIVE: Freezing morning temperatures from April 19th through April 22nd resulted extensive crop damage.  In the Wenatchee area, there was an estimated loss of 90 million dollars to the cherry crop, and 15 million to the pear crop.  The coldest morning was April 21st where the Wenatchee Airport reported a low of 25 degrees Fahrenheit.
743325	2008-06-08	FLASH FLOOD	WI	0	0	102220000	3.5e+07	EVENT NARRATIVE: Heavy rains resulted in flash flooding across much of Jefferson County.  Water depths on road surfaces reached 3 feet or more and there were gravel washouts.  The rain on June 12th ultimately lead to record-setting crests on the Rock and Crawfish Rivers, and many farm fields remained flooded into early July.  The cities of Watertown, Jefferson, and Ft. Atkinson were hard hit by high river levels.  The breakdown on residential home damage losses were: 100 with minor damage, 400 with major damage, and 10 destroyed (total of about $36 million).  Business losses totaled abouit $21.4 million.  Crops losses were estimated at $35 million.  Public sector damage was about $44.811 million.  There were several roads and bridges that sustained damage. EPISODE NARRATIVE: A slow-moving surface boundary, nearly parallel with the mid-level flow affected  southern Wisconsin during the period of June 7th through June 9th.  A strengthening low-level jet and strong moisture advection produced several rounds of thunderstorms during the period in the vicinity of this boundary.  The atmosphere was very moist with precipitable water values around 2 inches.  Low to mid-level wind flow supported training of flood-producing thunderstorms.  A weak cool front pushed through southern Wisconsin late on the 8th/early on the 9th, finally ending the heavy rainfall. The heavy rain axis for June 7-9th ran from Sauk County southeast to Milwaukee County, where generally 6 to 9 inches fell on a ground that was totally saturated due to record-setting winter snowfalls and a wet April, 2008.  Several locations topped 10 inches, and Watertown (Jefferson Co.) came in with 13.5 inches, 11.35 inches was measured in Oak Creek (Milwaukee Co.), and Elm Grove in Waukesha County picked up 10.8 inches.
751368	2009-03-25	HAIL	TX	0	0	1.6e+08	0	EPISODE NARRATIVE: A cold front stalled across South Central Texas on the morning of March 25th. The subtropical jet and a mid/upper-level short wave trough pushed into the region. Convection initiated across San Angelo's county warning area in the morning and spread to the southwest. Thunderstorms reached the Edwards Plateau by early afternoon and continued moving toward the east into the evening.  Total estimated loss from this storm is around $160 million dollars...the most ever for an Austin hail storm.  The top three hail storms that have hit Austin have all occurred on a March 25th.  March 25, 1993 saw losses at $125 Million...and March 25, 2005 had $100 Million in losses.EVENT NARRATIVE: A thunderstorm moved through the Austin area and produced hail ranging from quarter to teacup size. We received 14 reports of severe size hail, nine of which were two inches or larger. The teacup size hail was reported by the media and fell near the Austin Arboretum.
756769	2009-04-11	HAIL	TX	0	1	161200000	0	EPISODE NARRATIVE: On April 11, 2009, a surface high northeast of the region resulted in easterly upslope flow over most of the CWA.  Meanwhile, a mid to upper level low near Southern California approached the area from the west.  Although the deepest moisture was confined to the Gulf Coast (due to the previously mentioned surface high) there was enough moisture convergence along a stalled surface boundary and dryline.  Most unstable CAPE values along these features of 1000 j/kg and 0-6 km bulk shear magnitudes of 60 kt allowed for severe storms to develop as the dynamics neared the area during the late afternoon and early evening hours.  A Severe Thunderstorm Watch was issued from 1520-2300 local.EVENT NARRATIVE: Numerous roofs throughout Midland, TX were damaged during this event.  A local newspaper clipping with a quote from a major roofing company estimated 40 to 50 percent of the homes in Midland needed to be re-roofed.  The average cost to replace a shingled roof is anywhere from $8-$10K.  This resulted in an estimated $160 million in roof damage.  In addition to homes being damaged, multiple vehicles also received damage from the hail.  According to local dent repair shops and car dealers across the area, an estimated 800 vehicles had to be repaired resulting in $1.2 million in damage.  A Midland woman was also struck in the stomach by a hail stone, after it broke through her dining room window.  Her injuries were only minor and did not require medical attention.
757436	2009-04-09	TORNADO	AR	3	30	1.3e+08	0	EPISODE NARRATIVE: Low pressure aloft approached from the west and collided with moisture and instability. Thunderstorms developed in eastern Oklahoma during the afternoon, then became more numerous as they entered western Arkansas during the evening. The storms brought a few tornadoes and numerous hailstorms to Arkansas during the evening hours.EVENT NARRATIVE: A tornado began to the west-southwest of Mena, then tracked through the northwest side of Mena.  According to the Polk County Judge, 165 houses were destroyed, 701 houses had major damage, and more than 11,000 trees were blown down.  The Polk County Courthouse, county jail, Mena City Hall, and the police and fire departments were damaged in downtown Mena, as were several businesses.  Mena Middle School, also located downtown, was structurally damaged beyond repair.  A nursing home was also damaged.  Most of the city lost electricity.  The tornado then tracked to the northeast, badly damaging several industrial buildings.  There was considerable roof damage at Rich Mountain Community College, and lesser damage to the hospital.  As the tornado continued to the northeast, a tractor dealership was destroyed.  A number of rural residences and farms were damaged as the tornado moved out into rural Polk County.  North of Ink, damage was noted along Polk 74 and Polk 71; these same areas had been damaged by a tornado on October 6, 2008.  Three fatalities occurred on the northwest side of Mena.  One was a woman at a Masonic Lodge, and the others were a man and woman at separate residences.
761621	2009-05-08	THUNDERSTORM WIND	IL	0	1	1.75e+08	0	EPISODE NARRATIVE: A mature, very intense derecho moved rapidly east along a stationary front across the Mid Mississippi Valley into the Lower Ohio Valley. With a very moist and unstable atmosphere, along with strongly veering winds aloft, embedded tornadic supercells were associated with the derecho. Widespread damaging winds were the primary impact. Nearly all the damage in southern Illinois was associated with the comma head at the northern end of the bow echo. Winds were measured slightly over 100 mph under the comma head as it passed through the Carbondale area. In addition to damaging winds, the slow-moving storm complex dumped very heavy rain that flooded roads.EVENT NARRATIVE: Widespread wind damage occurred countywide. Extensive tree and power line damage resulted in power outages up to several days long. Many power poles were snapped. Countywide, efforts to restore power were complicated by swampy fields, mud, and downed trees. Ninety-five percent of the county was without power at the peak of the outages. Numerous permanent structures were damaged, including major businesses in downtown Marion and Herrin. A total of 33 homes were heavily damaged or destroyed. It is estimated that over 10,000 homes in the county received minor damage (less than 50,000 dollars per house). Gas leaks were common. Most communication by phone was impossible, including cell phones. Stores were closed, making groceries and gas very difficult to obtain locally in the immediate aftermath of the storm. Travel was nearly impossible due to debris and trees blocking roads. While about two dozen people were treated for storm-related injuries at local hospitals, all but one of them was due to post-storm cleanup. Many school facilities were damaged. The roof of Carterville High School was severely damaged. Several windows were blown out of the school. Minor damage occurred at athletic facilities, including the roof blown off a baseball dugout. Many outbuildings and small structures were destroyed across the county. In Carterville, a garage was lifted and dropped on a vehicle. Many vehicles countywide were damaged or destroyed by falling tree and building debris. A state disaster declaration was granted. A dusk-to-dawn curfew was imposed, and a state of emergency was declared. The Williamson County airport near Marion reported a peak gust of 86 mph. Based on the most severe structural damage east of the airport, peak winds were estimated by storm surveyors close to 100 mph. There was extensive damage at the airport, including hangar buildings. A television station on Route 13 was knocked off the air due to structural and roof damage. All along Route 
763837	2009-05-10	THUNDERSTORM WIND	LA	0	0	7e+08	2e+05	EPISODE NARRATIVE: During the afternoon and evening of the 10th, a small outbreak of severe storms occurred across the ArkLaMiss region. There were a number of reports of hail, wind damage, and a few tornadoes across the region. One of the strongest storms moved across Sharkey county. This storm produced an EF1 tornado in the Delta National Forest. Another strong storm produced three injuries in Rankin County, when broken and flying glass from a vehicle injured 3 people. Winds were estimated at 70 mph.EVENT NARRATIVE: A swath of damaging winds north of Lake Providence caused numerous trees, power poles, and power lines to have been blown down. Substantial damage occurred to the Shelburn Fire Station and numerous homes were damaged. A tree fell on a house on Highland Road.
772901	2009-06-07	HAIL	CO	0	0	1.61e+08	0	EPISODE NARRATIVE: Severe thunderstorms in Denver and the surrounding metropolitan area produced five tornadoes, large hail and damaging thunderstorm winds.  The strongest of the tornadoes touched down near Southlands Mall, in southeast Aurora.  Two men were injured, one seriously.   Overall the damage was rated mild to moderate, which translated to an EF1 rating.  Four other tornadoes touched down, two of which caused minor damage.  Another EF1 tornado damaged a home, several outbuildings, and injured some horses in unincorporated Elbert County. In addition to the tornadoes, large hail from 1 to 3 inches in diameter was observed.  In parts of Aurora and Centennial, thunderstorm winds blew down power lines and caused electrical outages.  Approximately 8,000 homes and businesses were left without power for nearly two hours.  Most of the damage consisted of broken windows and roofs.  This day was the first in a series of eight to cause damage along the Urban Corridor.  Damage to homes and property along the Front Range totalled $161 million during the 8-day span, making it the state's fifth highest insurance loss.  The majority of the property damage was caused by hail; 21,000 automobile claims and 13,000 homeowner claims were filed.EVENT NARRATIVE: 
779438	2009-07-20	HAIL	CO	0	0	3.5e+08	0	EPISODE NARRATIVE: A severe thunderstorm produced damaging winds, large hail and very heavy rain across the western and southern suburbs of Denver.  Widespread damage was observed in the cities of Arvada, Wheat Ridge and Lakewood.  The intense straightline winds were the result of a wet microburst which downed hundreds of trees and snapped power poles.  Winds gusts to 80 mph were reported along with nickel to golfball size hail.  The combination of wind and hail produced widepread damage to homes and vehicles.  The damage claim estimates totaled $350 million; about 32,900 claims were filed for homes, while another 19,500 claims were for vehicles.  As many as 90,000 homes and businesses were left without power.  In some areas it took up to 3 days to completely restore electrical service.  Minor injuries were reported from broken glass during the storm, but no one was hospitalized.   The storm crippled the computers at the Colorado Crime Information Center in Lakewood for nearly 3 hours.  One weak tornado was also observed. In Larimer and Weld Counties, severe thunderstorms produced widepread damage over approximately 150 square miles of farmland.  In all, 400 farms were directly impacted by severe weather.  Damage to crops alone was estimated to be around $4 million; most of the damage was observed in Weld County.EVENT NARRATIVE: 
794104	2010-01-10	FROST/FREEZE	FL	0	0	0	2.86e+08	EPISODE NARRATIVE: A second and very strong arctic cold front moved through south Florida on January 9th. Very cold air of arctic origin in the wake of the front produced freezing temperatures and very low wind chills to all of south Florida. Freezing temperatures were noted over almost all of south Florida on the mornings of January 10th and 11th. Four consecutive nights of below freezing temperatures occurred over interior sections of south Florida from January 10th through January 13th.  The combination of this episode and the first one between January 1 and January 7 produced the coldest 12-day period of temperatures on record at several south Florida locations.  Crop damage was extensive and severe, with total damage estimates in excess of $500 million dollars area-wide. Thousands of customers experienced intermittent power outages during this period due to record-setting usage demands.EVENT NARRATIVE: Freezing temperatures occurred on two consecutive nights over inland sections of Miami-Dade County on January 10th and 11th. Lowest temperatures of 29 to 32 degrees were recorded each night and early morning, with a low of 26 degrees recorded at Tamiami Airport on January 11th.  Damage to vegetable and fruit crops was extensive, with total estimates of damage of over a quarter of a billion dollars in Miami-Dade County alone.
799438	2010-04-05	HAIL	MI	0	0	1.25e+08	0	EPISODE NARRATIVE: Severe thunderstorms moved into extreme southwestern portions of Southwestern Lower Michigan just prior to midnight on April 5th, resulting in numerous reports of up to golf ball sized hail and winds in excess of 80 mph.  The most significant damage occurred across southern Kalamazoo county, especially just west southwest of Schoolcraft.EVENT NARRATIVE: Severe thunderstorm winds in excess of 80 mph and hail up to golf ball size impacted far southwestern and south central Kalamazoo county as a bow echo moved into Schoolcraft east to Vicksburg.  The most significant damage occurred across west southwest portions of the town of Schoolcraft, where the siding of the western sides of many homes was shredded by the wind driven large hail.  About a dozen irrigation pivots were destroyed and several trees were blown down.  A local RV dealership had several of it's vehicles rolled over and damaged.  Power lines were blown down and a semi truck was tipped over 1 mile south of downtown Schoolcraft.  A wind gust to 79 mph was measured one mile northeast of Vicksburg by a co-op observer with a home weather station a minute before midnight.
